Column1;Genero;Edad;Altura;Peso;FAVC;FCVC;CH2O;FAF;TUE;CALC;TransporteUtilizado
707;Mujer;21;157;89;Si;Si;Siempre;20;10;Frecuentemente;TransportePublico
708;Mujer;22;184;60;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
709;Mujer;17;191;55;Si;No;RaraVez;10;10;Aveces;TransportePublico
710;Mujer;18;158;60;Si;No;RaraVez;10;10;Aveces;TransportePublico
711;Mujer;18;168;64;Si;Si;RaraVez;10;30;Aveces;TransportePublico
712;Mujer;18;168;68;Si;Si;RaraVez;20;20;Aveces;TransportePublico
713;Mujer;19;148;135;Si;Si;Siempre;20;30;Aveces;TransportePublico
714;Mujer;20;162;80;Si;No;RaraVez;20;30;Aveces;TransportePublico
715;Hombre;19;178;68;Si;No;RaraVez;10;10;Frecuentemente;Automovil
716;Hombre;17;178;99;Si;No;RaraVez;10;10;Frecuentemente;Automovil
717;Hombre;18;178;60;Si;No;RaraVez;10;10;Frecuentemente;Automovil
718;Hombre;17;163;66;Si;No;RaraVez;30;30;Frecuentemente;Automovil
719;Hombre;17;164;110;Si;Si;RaraVez;10;30;Frecuentemente;Automovil
720;Hombre;17;175;78;Si;No;Siempre;10;10;Frecuentemente;Automovil
721;Hombre;18;183;82;Si;No;Siempre;20;30;Aveces;TransportePublico
722;Hombre;18;178;70;Si;Si;RaraVez;20;30;Aveces;TransportePublico
723;Hombre;18;165;80;Si;No;Siempre;20;20;Aveces;TransportePublico
724;Mujer;19;184;87;No;No;RaraVez;20;30;Aveces;TransportePublico
725;Mujer;19;175;60;No;Si;RaraVez;10;30;Aveces;TransportePublico
726;Mujer;19;175;82;No;No;Siempre;30;30;Aveces;TransportePublico
727;Mujer;19;159;68;Si;No;RaraVez;10;20;Aveces;TransportePublico
728;Mujer;19;166;78;Si;No;RaraVez;10;30;Aveces;TransportePublico
729;Mujer;19;163;65;Si;Si;Siempre;20;10;Aveces;TransportePublico
730;Hombre;18;154;70;Si;No;RaraVez;20;30;Aveces;TransportePublico
731;Hombre;18;156;76;Si;Si;Siempre;20;30;Aveces;TransportePublico
732;Hombre;18;169;70;Si;No;RaraVez;20;10;Aveces;TransportePublico
733;Hombre;26;183;83;Si;No;RaraVez;10;20;No;Automovil
734;Hombre;21;166;68;Si;Si;RaraVez;10;10;Aveces;TransportePublico
735;Hombre;25;175;76;Si;No;Siempre;10;10;No;Automovil
736;Hombre;21;175;90;Si;No;Siempre;20;30;Aveces;TransportePublico
737;Hombre;21;169;62;Si;No;RaraVez;20;30;Aveces;TransportePublico
738;Hombre;19;187;65;Si;No;RaraVez;20;20;Aveces;TransportePublico
739;Mujer;41;163;140;Si;No;RaraVez;10;10;Aveces;Automovil
740;Hombre;21;153;127;Si;No;Siempre;10;10;Aveces;TransportePublico
741;Hombre;21;187;67;Si;No;Siempre;10;20;Aveces;TransportePublico
742;Mujer;18;165;88;Si;No;RaraVez;30;10;Frecuentemente;TransportePublico
743;Hombre;23;168;75;Si;No;Siempre;10;30;Aveces;TransportePublico
744;Mujer;33;164;60;No;No;RaraVez;10;10;Aveces;Automovil
745;Mujer;21;171;64;Si;No;Siempre;20;10;Aveces;TransportePublico
746;Hombre;21;155;62;Si;No;Siempre;20;30;Aveces;TransportePublico
747;Mujer;35;165;80;Si;No;Siempre;20;20;Aveces;Automovil
748;Mujer;36;175;65;Si;No;RaraVez;20;30;Aveces;Automovil
749;Mujer;21;172;72;Si;No;Siempre;10;10;Aveces;TransportePublico
750;Hombre;22;172;72;Si;Si;RaraVez;30;30;Aveces;TransportePublico
751;Mujer;30;161;60;Si;No;RaraVez;10;30;Aveces;Automovil
752;Hombre;21;163;78;Si;No;RaraVez;10;10;Aveces;Automovil
753;Hombre;19;183;89;Si;No;RaraVez;20;10;Aveces;TransportePublico
754;Hombre;19;160;99;Si;Si;RaraVez;20;10;Aveces;TransportePublico
755;Hombre;21;162;70;Si;Si;RaraVez;20;30;Aveces;TransportePublico
756;Hombre;21;168;55;Si;Si;Siempre;20;10;Aveces;TransportePublico
757;Mujer;22;175;55;Si;No;RaraVez;10;30;Aveces;TransportePublico
758;Hombre;20;193;62;Si;Si;RaraVez;10;20;Aveces;TransportePublico
759;Mujer;21;163;70;Si;Si;RaraVez;10;30;Aveces;TransportePublico
760;Mujer;21;159;65;Si;Si;Siempre;20;10;Aveces;TransportePublico
761;Hombre;18;168;67;Si;No;RaraVez;20;10;Siempre;TransportePublico
762;Hombre;21;159;55;Si;No;RaraVez;20;10;Aveces;TransportePublico
763;Mujer;29;169;140;Si;Si;RaraVez;10;30;Aveces;Automovil
764;Hombre;26;166;58;Si;No;Siempre;10;20;Aveces;TransportePublico
765;Hombre;22;164;62;Si;No;Siempre;10;10;Aveces;TransportePublico
766;Hombre;19;162;55;Si;No;RaraVez;30;10;Aveces;TransportePublico
767;Mujer;24;178;57;Si;No;RaraVez;10;30;Aveces;TransportePublico
768;Mujer;32;163;69;Si;Si;Siempre;10;10;Aveces;Automovil
769;Hombre;23;167;90;Si;No;Siempre;20;20;Aveces;TransportePublico
770;Mujer;16;163;95;Si;Si;RaraVez;20;30;Aveces;TransportePublico
771;Mujer;16;185;135;Si;Si;Siempre;20;10;Aveces;TransportePublico
772;Mujer;23;154;60;Si;No;RaraVez;20;20;Aveces;TransportePublico
773;Mujer;35;164;80;No;Si;RaraVez;10;10;Aveces;Automovil
774;Hombre;23;157;78;Si;Si;RaraVez;30;10;Aveces;Automovil
775;Mujer;37;162;60;Si;No;RaraVez;10;10;Aveces;Automovil
776;Hombre;19;172;65;Si;No;Siempre;10;20;Aveces;TransportePublico
777;Mujer;16;176;85;Si;No;RaraVez;20;20;No;TransportePublico
778;Mujer;18;165;89;Si;No;RaraVez;20;30;No;TransportePublico
779;Mujer;18;167;89;Si;No;RaraVez;20;10;Aveces;TransportePublico
780;Mujer;17;179;80;Si;No;Siempre;20;10;Aveces;TransportePublico
781;Hombre;29;159;90;Si;Si;Siempre;10;30;No;Automovil
782;Mujer;31;164;60;Si;Si;Siempre;10;10;Aveces;Automovil
783;Hombre;18;178;58;Si;No;RaraVez;10;30;No;TransportePublico
784;Hombre;19;175;91;Si;No;RaraVez;20;30;Aveces;TransportePublico
785;Mujer;19;185;85;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
786;Mujer;18;179;89;Si;Si;Siempre;20;10;No;TransportePublico
787;Mujer;18;167;83;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
788;Mujer;19;172;58;Si;Si;Siempre;10;10;Aveces;TransportePublico
789;Hombre;28;178;83;Si;No;RaraVez;10;10;No;Automovil
790;Hombre;26;174;87;Si;Si;Siempre;30;10;No;Automovil
791;Hombre;21;174;65;Si;No;RaraVez;10;30;Aveces;TransportePublico
792;Hombre;22;187;78;Si;No;RaraVez;10;30;Aveces;TransportePublico
793;Hombre;26;162;93;Si;No;Siempre;20;30;No;Automovil
794;Hombre;21;172;64;Si;No;Siempre;20;30;Aveces;TransportePublico
795;Mujer;21;176;84;Si;Si;RaraVez;20;30;Aveces;TransportePublico
796;Mujer;21;165;57;Si;No;RaraVez;20;30;Aveces;TransportePublico
797;Hombre;19;167;127;Si;No;RaraVez;10;10;Aveces;TransportePublico
798;Hombre;19;179;70;Si;No;RaraVez;30;10;Aveces;TransportePublico
799;Mujer;42;159;60;Si;No;RaraVez;10;10;Aveces;Automovil
800;Hombre;22;179;84;Si;No;Siempre;10;10;Aveces;TransportePublico
801;Hombre;21;166;70;Si;Si;Siempre;20;30;Aveces;TransportePublico
802;Hombre;23;164;63;Si;No;RaraVez;20;30;Aveces;TransportePublico
803;Hombre;22;162;66;Si;No;RaraVez;20;20;Aveces;TransportePublico
804;Hombre;18;178;57;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
805;Hombre;23;169;58;Si;No;Siempre;10;10;Aveces;TransportePublico
806;Mujer;32;166;80;Si;No;RaraVez;10;20;Aveces;Automovil
807;Mujer;32;164;55;Si;No;RaraVez;10;20;Aveces;Automovil
808;Mujer;21;162;90;Si;No;Siempre;20;30;Aveces;TransportePublico
809;Mujer;21;178;95;Si;No;Siempre;20;10;Aveces;TransportePublico
810;Mujer;37;163;88;Si;Si;RaraVez;20;30;Aveces;Automovil
811;Mujer;40;167;75;Si;No;RaraVez;10;30;Aveces;Automovil
812;Mujer;38;163;58;Si;No;Siempre;10;30;Aveces;Automovil
813;Mujer;21;185;87;Si;No;RaraVez;10;10;Aveces;TransportePublico
814;Mujer;21;154;140;Si;No;Siempre;30;10;Aveces;TransportePublico
815;Mujer;29;164;62;Si;No;RaraVez;10;30;Aveces;Automovil
816;Mujer;31;157;57;Si;Si;RaraVez;10;10;Aveces;Automovil
817;Hombre;22;162;86;Si;Si;Siempre;20;20;Aveces;TransportePublico
818;Hombre;26;172;85;Si;Si;RaraVez;20;10;Aveces;TransportePublico
819;Hombre;19;176;60;Si;No;RaraVez;20;20;Aveces;TransportePublico
820;Hombre;19;160;76;Si;No;Siempre;20;30;Aveces;TransportePublico
821;Hombre;19;176;75;Si;No;RaraVez;10;20;Aveces;TransportePublico
822;Hombre;19;175;95;Si;Si;RaraVez;30;10;Aveces;TransportePublico
823;Hombre;21;189;78;Si;No;RaraVez;10;20;Aveces;TransportePublico
824;Mujer;21;187;67;Si;No;Siempre;10;30;Aveces;TransportePublico
825;Mujer;21;174;90;Si;No;Siempre;20;10;Aveces;TransportePublico
826;Mujer;21;168;80;Si;No;RaraVez;20;10;Aveces;TransportePublico
827;Mujer;21;161;68;Si;Si;RaraVez;20;30;Aveces;TransportePublico
828;Hombre;19;162;61;Si;No;Siempre;20;30;Aveces;TransportePublico
829;Hombre;21;156;70;Si;Si;RaraVez;10;10;Aveces;TransportePublico
830;Hombre;21;163;78;Si;Si;Siempre;10;30;Aveces;TransportePublico
831;Mujer;21;163;60;Si;No;Siempre;10;30;Aveces;TransportePublico
832;Mujer;21;167;58;Si;Si;RaraVez;20;10;Aveces;TransportePublico
833;Mujer;19;178;56;Si;Si;RaraVez;20;10;No;TransportePublico
834;Hombre;21;162;66;Si;No;Siempre;20;30;Aveces;TransportePublico
835;Hombre;21;158;135;Si;No;Siempre;10;30;Aveces;TransportePublico
836;Mujer;27;169;75;Si;No;RaraVez;10;10;Aveces;Automovil
837;Hombre;28;174;72;Si;Si;Siempre;10;30;Aveces;TransportePublico
838;Hombre;26;168;80;Si;Si;RaraVez;30;10;Aveces;TransportePublico
839;Hombre;23;153;75;Si;Si;Siempre;10;10;Aveces;TransportePublico
840;Hombre;20;167;68;Si;No;Siempre;10;20;Aveces;TransportePublico
841;Mujer;21;155;65;Si;No;RaraVez;20;20;Aveces;TransportePublico
842;Mujer;30;164;66;Si;No;Siempre;20;20;Aveces;Automovil
843;Mujer;30;183;93;Si;No;RaraVez;20;10;Aveces;Automovil
844;Hombre;23;165;75;Si;No;RaraVez;20;30;Aveces;TransportePublico
845;Mujer;18;163;67;Si;No;Siempre;10;30;Aveces;TransportePublico
846;Mujer;18;189;70;Si;No;RaraVez;30;10;Aveces;TransportePublico
847;Mujer;16;177;87;Si;No;Siempre;10;10;No;TransportePublico
848;Mujer;21;192;80;Si;Si;RaraVez;10;20;Aveces;TransportePublico
849;Mujer;27;174;61;Si;Si;RaraVez;20;30;Aveces;TransportePublico
850;Mujer;35;165;90;No;Si;Siempre;20;30;Aveces;Automovil
851;Hombre;23;173;78;Si;No;RaraVez;20;10;Aveces;Automovil
852;Hombre;23;163;59;Si;No;RaraVez;20;10;Aveces;Automovil
853;Mujer;40;172;60;Si;No;RaraVez;10;20;Aveces;Automovil
854;Mujer;16;160;84;Si;Si;Siempre;10;10;Frecuentemente;TransportePublico
855;Mujer;16;165;94;Si;No;Siempre;10;20;Frecuentemente;TransportePublico
856;Mujer;16;174;63;Si;Si;RaraVez;20;30;Frecuentemente;TransportePublico
857;Mujer;18;164;89;Si;Si;Siempre;20;30;Frecuentemente;TransportePublico
858;Mujer;18;157;60;Si;Si;RaraVez;20;30;Frecuentemente;TransportePublico
859;Mujer;19;184;62;Si;No;Siempre;10;20;Frecuentemente;TransportePublico
860;Mujer;18;191;78;Si;Si;RaraVez;10;10;Aveces;TransportePublico
861;Mujer;17;158;72;Si;Si;Siempre;10;20;Aveces;TransportePublico
862;Hombre;33;168;80;Si;No;RaraVez;30;10;No;Automovil
863;Mujer;33;168;60;Si;No;RaraVez;10;10;Aveces;Automovil
864;Mujer;18;148;75;Si;No;Siempre;10;20;Siempre;TransportePublico
865;Mujer;18;162;85;Si;Si;RaraVez;20;10;Siempre;TransportePublico
866;Hombre;19;178;130;Si;Si;RaraVez;20;30;Aveces;TransportePublico
867;Hombre;19;178;72;Si;Si;Siempre;20;30;Aveces;TransportePublico
868;Mujer;20;178;80;Si;No;RaraVez;20;30;Frecuentemente;TransportePublico
869;Mujer;18;163;79;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
870;Mujer;18;164;77;Si;No;Siempre;10;10;No;TransportePublico
871;Mujer;20;175;82;Si;Si;Siempre;20;10;Aveces;TransportePublico
872;Mujer;17;183;58;Si;No;Siempre;10;30;Aveces;TransportePublico
873;Hombre;25;178;59;Si;No;Siempre;10;10;No;Automovil
874;Hombre;26;165;64;Si;Si;RaraVez;20;30;No;Automovil
875;Hombre;21;184;59;Si;Si;RaraVez;10;10;Aveces;TransportePublico
876;Hombre;21;175;127;Si;No;RaraVez;10;20;Aveces;TransportePublico
877;Hombre;26;175;84;Si;No;RaraVez;10;30;Aveces;Automovil
878;Hombre;21;159;84;Si;No;RaraVez;10;10;Aveces;TransportePublico
879;Hombre;21;166;127;Si;No;Siempre;10;10;Aveces;TransportePublico
880;Mujer;21;163;67;Si;No;RaraVez;10;30;Aveces;TransportePublico
881;Hombre;19;154;70;Si;No;Siempre;10;30;Aveces;TransportePublico
882;Mujer;38;156;60;Si;No;RaraVez;10;30;Aveces;Automovil
883;Mujer;39;169;68;Si;No;RaraVez;10;20;Aveces;Automovil
884;Hombre;20;183;96;Si;Si;Siempre;20;10;Aveces;TransportePublico
885;Hombre;20;166;98;Si;No;Siempre;20;30;Aveces;TransportePublico
886;Hombre;21;175;147;Si;No;RaraVez;10;10;Aveces;TransportePublico
887;Mujer;18;175;62;Si;No;Siempre;10;30;No;TransportePublico
888;Hombre;23;169;56;Si;No;RaraVez;10;30;Aveces;TransportePublico
889;Hombre;23;187;80;Si;Si;RaraVez;10;30;Aveces;TransportePublico
890;Mujer;33;163;85;Si;Si;Siempre;30;30;Aveces;Automovil
891;Mujer;21;153;68;Si;No;Siempre;10;30;Aveces;TransportePublico
892;Mujer;21;187;83;Si;Si;RaraVez;10;10;Aveces;TransportePublico
893;Hombre;21;165;85;Si;No;RaraVez;10;20;Aveces;TransportePublico
894;Hombre;21;168;74;Si;Si;Siempre;10;10;Aveces;TransportePublico
895;Mujer;38;164;147;Si;Si;Siempre;10;10;Aveces;Automovil
896;Mujer;38;171;120;Si;No;Siempre;10;30;Aveces;Automovil
897;Mujer;36;155;60;Si;No;Siempre;10;10;Aveces;Automovil
898;Mujer;21;165;83;Si;Si;RaraVez;10;30;Aveces;TransportePublico
899;Mujer;21;175;80;Si;Si;Siempre;10;30;Aveces;TransportePublico
900;Hombre;22;172;110;Si;Si;RaraVez;10;10;Aveces;TransportePublico
901;Mujer;29;172;90;Si;No;RaraVez;20;30;Aveces;Automovil
902;Mujer;31;161;71;Si;No;Siempre;10;10;Aveces;Automovil
903;Mujer;20;163;78;Si;No;Siempre;10;10;Aveces;TransportePublico
904;Hombre;19;183;110;Si;Si;Siempre;10;10;Aveces;TransportePublico
905;Hombre;19;160;73;Si;No;RaraVez;30;30;Aveces;TransportePublico
906;Hombre;21;162;65;Si;Si;RaraVez;10;30;Aveces;TransportePublico
907;Mujer;21;168;147;Si;Si;Siempre;30;10;Aveces;TransportePublico
908;Mujer;21;175;87;Si;No;RaraVez;20;10;Aveces;TransportePublico
909;Hombre;22;193;63;Si;Si;RaraVez;10;30;Aveces;TransportePublico
910;Hombre;22;163;62;Si;No;RaraVez;10;20;Aveces;TransportePublico
911;Hombre;19;159;60;Si;No;RaraVez;10;10;Aveces;TransportePublico
912;Mujer;21;168;70;Si;No;Siempre;10;20;Aveces;TransportePublico
913;Mujer;21;159;63;Si;No;Siempre;20;30;Aveces;TransportePublico
914;Mujer;21;169;64;Si;No;Siempre;10;30;Aveces;TransportePublico
915;Mujer;21;166;56;Si;No;Siempre;10;30;Aveces;TransportePublico
916;Hombre;18;164;77;Si;Si;Siempre;10;10;No;TransportePublico
917;Hombre;21;162;87;Si;No;Siempre;10;20;Aveces;TransportePublico
918;Hombre;21;178;89;Si;Si;Siempre;20;20;Aveces;TransportePublico
919;Mujer;29;163;60;Si;No;Siempre;10;10;Aveces;Automovil
920;Hombre;24;167;55;Si;Si;Siempre;10;30;No;TransportePublico
921;Hombre;26;163;60;Si;No;RaraVez;10;10;No;TransportePublico
922;Hombre;23;185;64;Si;No;Siempre;10;30;Aveces;TransportePublico
923;Hombre;19;154;68;Si;No;Siempre;10;30;Aveces;TransportePublico
924;Mujer;22;164;147;Si;No;RaraVez;20;10;Aveces;TransportePublico
925;Mujer;31;157;80;Si;No;Siempre;30;30;Aveces;Automovil
926;Hombre;23;162;68;Si;No;Siempre;20;30;Aveces;TransportePublico
927;Hombre;22;172;99;Si;No;RaraVez;20;10;Aveces;TransportePublico
928;Mujer;17;176;60;Si;No;RaraVez;10;20;Aveces;TransportePublico
929;Mujer;17;165;66;Si;No;Siempre;20;20;Aveces;TransportePublico
930;Mujer;16;167;147;Si;No;RaraVez;10;30;No;TransportePublico
931;Mujer;23;179;78;Si;Si;Siempre;10;10;Aveces;TransportePublico
932;Mujer;34;159;82;Si;No;Siempre;20;30;Aveces;Automovil
933;Hombre;22;164;70;Si;No;RaraVez;10;10;Aveces;Automovil
934;Mujer;39;178;80;Si;No;Siempre;10;30;Aveces;Automovil
935;Hombre;19;175;87;Si;No;RaraVez;10;30;Aveces;TransportePublico
936;Mujer;16;185;60;Si;No;RaraVez;10;10;Siempre;TransportePublico
937;Mujer;17;179;82;Si;No;RaraVez;10;30;Siempre;TransportePublico
938;Hombre;19;167;68;Si;No;RaraVez;10;30;Siempre;TransportePublico
939;Mujer;19;172;78;Si;Si;Siempre;10;10;Aveces;TransportePublico
940;Mujer;19;178;65;Si;No;Siempre;10;30;Aveces;TransportePublico
941;Mujer;17;174;70;Si;No;Siempre;10;30;Aveces;TransportePublico
942;Mujer;17;174;76;Si;Si;Siempre;20;20;Aveces;TransportePublico
943;Hombre;29;187;70;Si;No;RaraVez;20;30;No;Automovil
944;Mujer;32;162;83;Si;No;RaraVez;10;10;Aveces;Automovil
945;Mujer;31;178;68;Si;No;Siempre;10;10;Aveces;Automovil
946;Hombre;18;161;76;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
947;Hombre;19;171;90;Si;No;Siempre;10;10;Aveces;TransportePublico
948;Hombre;19;178;62;Si;Si;Siempre;30;30;Aveces;TransportePublico
949;Mujer;19;161;65;Si;No;Siempre;10;10;Siempre;TransportePublico
950;Mujer;18;171;140;Si;Si;Siempre;10;30;Siempre;TransportePublico
951;Mujer;18;153;127;Si;Si;Siempre;10;20;Frecuentemente;TransportePublico
952;Mujer;18;154;67;Si;Si;RaraVez;10;10;Frecuentemente;TransportePublico
953;Mujer;19;155;88;Si;Si;RaraVez;10;30;Aveces;TransportePublico
954;Hombre;21;176;75;Si;No;Siempre;10;30;Aveces;TransportePublico
955;Hombre;21;171;60;Si;No;RaraVez;10;10;Aveces;TransportePublico
956;Hombre;20;178;64;Si;No;RaraVez;10;20;No;TransportePublico
957;Hombre;21;153;62;Si;Si;RaraVez;10;30;No;TransportePublico
958;Hombre;32;164;80;Si;Si;RaraVez;10;10;Aveces;Caminar
959;Hombre;31;157;65;Si;Si;Siempre;20;30;Aveces;Automovil
960;Hombre;29;162;72;Si;Si;Siempre;10;30;Aveces;Automovil
961;Hombre;21;161;72;Si;Si;RaraVez;10;30;Frecuentemente;TransportePublico
962;Hombre;22;171;60;Si;Si;RaraVez;10;30;Frecuentemente;TransportePublico
963;Mujer;28;178;78;No;No;Siempre;30;10;Aveces;TransportePublico
964;Hombre;38;161;89;Si;No;Siempre;10;10;Aveces;Automovil
965;Hombre;35;171;99;Si;No;RaraVez;30;30;Aveces;Automovil
966;Mujer;20;155;70;No;No;Siempre;20;10;Frecuentemente;TransportePublico
967;Mujer;22;159;127;No;Si;Siempre;10;30;Frecuentemente;TransportePublico
968;Hombre;19;155;127;Si;Si;Siempre;10;30;Aveces;TransportePublico
969;Mujer;20;178;127;No;No;Siempre;10;30;Frecuentemente;TransportePublico
970;Mujer;20;161;127;No;Si;RaraVez;10;30;Frecuentemente;TransportePublico
971;Hombre;22;171;127;Si;No;RaraVez;20;30;Aveces;TransportePublico
972;Hombre;22;170;127;Si;Si;Siempre;10;10;Aveces;TransportePublico
973;Mujer;22;176;127;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
974;Mujer;23;170;127;Si;No;Siempre;10;20;Frecuentemente;TransportePublico
975;Hombre;24;153;58;Si;No;RaraVez;10;10;Aveces;TransportePublico
976;Hombre;23;154;62;Si;No;Siempre;20;30;Aveces;TransportePublico
977;Mujer;25;155;55;Si;No;RaraVez;10;10;Aveces;TransportePublico
978;Hombre;31;168;57;Si;No;Siempre;10;10;Aveces;TransportePublico
979;Hombre;24;159;69;Si;Si;Siempre;10;10;Aveces;TransportePublico
980;Mujer;28;169;90;Si;Si;RaraVez;10;30;Frecuentemente;Automovil
981;Hombre;17;166;95;No;No;Siempre;10;30;No;TransportePublico
982;Mujer;19;164;147;Si;No;RaraVez;20;30;Aveces;TransportePublico
983;Hombre;25;162;60;Si;No;Siempre;30;30;Aveces;TransportePublico
984;Hombre;22;178;80;Si;No;RaraVez;20;20;Aveces;TransportePublico
985;Hombre;23;163;78;Si;No;RaraVez;20;30;Aveces;TransportePublico
986;Hombre;23;167;60;Si;No;RaraVez;10;30;Aveces;TransportePublico
987;Mujer;25;163;65;Si;No;RaraVez;20;20;Frecuentemente;TransportePublico
988;Hombre;34;185;85;Si;No;RaraVez;10;10;Siempre;Automovil
989;Mujer;26;154;89;Si;No;Siempre;10;20;Frecuentemente;TransportePublico
990;Hombre;55;164;89;Si;No;RaraVez;20;20;Frecuentemente;Automovil
991;Hombre;34;157;80;Si;No;Siempre;10;10;Frecuentemente;Automovil
992;Hombre;21;162;90;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
993;Hombre;18;155;60;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
994;Mujer;42;178;58;Si;Si;Siempre;10;10;Frecuentemente;Automovil
995;Hombre;22;161;91;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
996;Mujer;28;171;85;No;No;RaraVez;10;10;Frecuentemente;TransportePublico
997;Mujer;25;170;89;No;No;Siempre;10;30;Frecuentemente;TransportePublico
998;Mujer;21;176;83;No;No;Siempre;10;30;Frecuentemente;TransportePublico
999;Hombre;23;170;58;No;No;RaraVez;10;20;Frecuentemente;TransportePublico
1000;Hombre;23;153;83;Si;Si;RaraVez;20;30;Aveces;TransportePublico
1001;Hombre;23;154;87;Si;Si;Siempre;20;30;Aveces;TransportePublico
1002;Hombre;38;155;65;Si;No;RaraVez;10;10;Frecuentemente;Automovil
1003;Hombre;37;168;78;Si;Si;RaraVez;10;30;Frecuentemente;Automovil
1004;Hombre;33;159;93;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1005;Hombre;34;169;64;Si;Si;RaraVez;10;30;Frecuentemente;Automovil
1006;Hombre;31;166;84;Si;Si;RaraVez;30;30;Aveces;Automovil
1007;Hombre;34;164;57;Si;No;Siempre;10;10;Aveces;Automovil
1008;Hombre;18;162;127;No;No;Siempre;10;30;Aveces;TransportePublico
1009;Hombre;18;178;70;No;No;RaraVez;10;10;Aveces;TransportePublico
1010;Hombre;19;163;60;No;No;Siempre;10;30;Frecuentemente;TransportePublico
1011;Hombre;50;167;84;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1012;Hombre;17;163;70;Si;No;RaraVez;10;30;Aveces;TransportePublico
1013;Hombre;18;185;63;Si;Si;Siempre;10;30;Aveces;TransportePublico
1014;Hombre;18;154;66;Si;No;RaraVez;10;10;Aveces;TransportePublico
1015;Hombre;34;164;57;Si;No;Siempre;10;30;Frecuentemente;Automovil
1016;Hombre;17;157;58;Si;Si;RaraVez;10;20;Frecuentemente;TransportePublico
1017;Hombre;33;162;80;Si;No;RaraVez;20;10;Frecuentemente;Automovil
1018;Hombre;33;172;55;Si;No;Siempre;10;30;Frecuentemente;Automovil
1019;Mujer;36;176;90;Si;Si;Siempre;10;30;Frecuentemente;Automovil
1020;Mujer;20;165;95;No;No;RaraVez;10;10;Frecuentemente;TransportePublico
1021;Mujer;18;167;88;No;No;RaraVez;30;10;Frecuentemente;TransportePublico
1022;Hombre;34;179;75;Si;No;RaraVez;10;10;Frecuentemente;Automovil
1023;Hombre;23;178;58;Si;Si;RaraVez;30;20;Frecuentemente;TransportePublico
1024;Hombre;19;161;87;No;No;Siempre;20;10;Frecuentemente;TransportePublico
1025;Hombre;19;171;140;No;No;RaraVez;10;10;Frecuentemente;TransportePublico
1026;Hombre;29;155;62;Si;No;Siempre;10;30;Aveces;TransportePublico
1027;Hombre;27;159;57;Si;No;Siempre;10;20;Aveces;TransportePublico
1028;Hombre;21;155;86;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1029;Hombre;33;178;85;Si;Si;RaraVez;20;10;Frecuentemente;Automovil
1030;Hombre;18;161;60;No;No;Siempre;10;20;Frecuentemente;TransportePublico
1031;Hombre;30;171;76;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1032;Hombre;33;170;75;Si;No;RaraVez;10;30;Aveces;TransportePublico
1033;Hombre;24;176;95;Si;No;RaraVez;10;10;Aveces;TransportePublico
1034;Hombre;24;170;78;Si;Si;RaraVez;20;20;Aveces;TransportePublico
1035;Mujer;19;153;67;No;No;Siempre;20;10;Frecuentemente;TransportePublico
1036;Mujer;34;154;90;Si;No;Siempre;10;30;Frecuentemente;Automovil
1037;Mujer;34;155;80;Si;No;RaraVez;10;10;Frecuentemente;Automovil
1038;Hombre;23;168;68;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1039;Mujer;43;159;61;Si;No;RaraVez;30;30;Frecuentemente;Automovil
1040;Mujer;45;169;70;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1041;Hombre;22;166;78;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1042;Hombre;21;164;60;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
1043;Hombre;31;162;58;Si;Si;RaraVez;20;30;Frecuentemente;TransportePublico
1044;Hombre;31;178;56;Si;Si;RaraVez;20;30;Frecuentemente;Automovil
1045;Hombre;21;163;66;Si;No;RaraVez;20;30;Frecuentemente;TransportePublico
1046;Mujer;30;167;147;No;No;Siempre;10;10;Aveces;TransportePublico
1047;Hombre;34;163;75;Si;No;Siempre;20;30;Aveces;Automovil
1048;Mujer;20;185;72;No;No;Siempre;20;10;Frecuentemente;TransportePublico
1049;Hombre;19;154;80;Si;Si;RaraVez;20;30;Frecuentemente;TransportePublico
1050;Mujer;20;164;75;No;No;Siempre;20;30;Frecuentemente;TransportePublico
1051;Hombre;22;157;68;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1052;Mujer;23;162;65;Si;No;RaraVez;10;30;No;TransportePublico
1053;Hombre;24;172;66;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1054;Mujer;23;176;93;Si;No;RaraVez;30;30;No;TransportePublico
1055;Hombre;29;165;75;Si;No;RaraVez;10;10;Aveces;TransportePublico
